Reference,Habitat.Type,Management.Method,Management.Intensity,Duration.of.treatment..years.,Years.since.Treatment..if.applicable.,Significant.,Alpha,Management.Effect.Type,Ecosystem.element.assessed..soil.plant.microbe.fungi.fauna.,Endpoint,Measurement.Unit,Endpoint.Modifier,Magnitude.or.degree.of.change,Magnitude.or.degree.of.change..text.,Response..Measurement,Response.Number.of.Observations,Response.Standard.Deviation,Control.Reference.Measurement,Control.Number.of.Observations,Control.Standard.Deviation,general.area,Location
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,Y,Not Stated,biogeochemical,Soil,base saturation,%,Oa,84.85%,Increase,61,,,33,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,Y,Not Stated,biogeochemical,Soil,base saturation,%,0 cm - 10 cm,58.33%,Increase,19,,,12,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,Y,Not Stated,biogeochemical,Soil,exchangeable Ca,kmol/ha,Oie,366.67%,Increase,9.8,,,2.1,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,N,Not Stated,biogeochemical,Soil,exchangeable Ca,kmol/ha,Oa,9.09%,Increase,4.8,,,4.4,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,N,Not Stated,biogeochemical,Soil,exchangeable Ca,kmol/ha,0 cm - 10 cm,15.63%,Increase,3.7,,,3.2,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,N,Not Stated,biogeochemical,Soil,exchangeable Al,kmol/ha,Oie,2.00%,Increase,0.51,,,0.5,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,Y,Not Stated,biogeochemical,Soil,exchangeable Ca,kmol/ha,Oa,-64.58%,Decrease,3.4,,,9.6,,,NE,New Hampshire
Fahey et al 2016,Forest,Liming,1028 kg Ca/ha,1,11,Y,Not Stated,biogeochemical,Soil,exchangeable Ca,kmol/ha,0 cm - 10 cm,-27.21%,Decrease,22.2,,,30.5,,,NE,New Hampshire
Wolk and Rocca (2009),Coniferous Forest,Thinning,all trees less than 15cm diameter,1,3,N,0.05,community composition,Plant,cover,%,canopy,-35.15%,Decrease,32.1,13,2.6,49.5,6,3.9,MW,Colorado
Wolk and Rocca (2009),Coniferous Forest,Thinning,all trees less than 15cm diameter,1,3,N,0.05,community composition,Plant,density,,canopy,-68.70%,Decrease,528,13,94,1687,6,138,MW,Colorado
Wolk and Rocca (2009),Coniferous Forest,Thinning,all trees less than 15cm diameter,1,3,N,0.05,community composition,Plant,basal area,,canopy,-36.36%,Decrease,21,13,1.8,33,6,2.6,MW,Colorado
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,6,Y,0.05,biogeochemical,Plant,Ca,mg/kg,,13.31%,Increase,2035.4,30,78.2,1796.3,30,77,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,6,N,0.1,biogeochemical,Plant,Al,mg/kg,,-1.67%,Decrease,35.4,30,1.8,36,30,1.6,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,6,N,0.1,biogeochemical,Plant,K,mg/kg,,2.73%,Increase,5385,30,193,5242,30,178,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,6,N,0.1,biogeochemical,Plant,Mg,mg/kg,,5.05%,Increase,715.4,30,17.1,681,30,19.8,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,6,Y,0.1,biogeochemical,Plant,Mn,mg/kg,,-33.74%,Decrease,881.8,30,64,1330.8,30,106,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,7,Y,0.1,biogeochemical,Plant,Ca,mg/kg,,14.67%,Increase,2119.3,30,90.3,1848.2,30,81.2,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,7,N,0.1,biogeochemical,Plant,Al,mg/kg,,-5.63%,Decrease,30.2,30,1.8,32,30,1.8,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,7,N,0.1,biogeochemical,Plant,K,mg/kg,,4.57%,Increase,5647,30,183,5400,30,199,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,7,N,0.1,biogeochemical,Plant,Mg,mg/kg,,2.15%,Increase,825.6,30,24.2,808.2,30,23.1,NE,New Hampshire
Halman et al 2008,Forest,Liming,Intended to increase soil Ca to preindustrial concentrations,,7,Y,0.05,biogeochemical,Plant,Mn,mg/kg,,-38.43%,Decrease,873,30,57.7,1418,30,111.5,NE,New Hampshire
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,understory and litter loss,kg/ha,,#DIV/0!,#DIV/0!,6510,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,N loss,kg/ha,,#DIV/0!,#DIV/0!,39,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,N,kg/ha,in residue,#DIV/0!,#DIV/0!,28,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,N,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,1099,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,P loss,kg/ha,,#DIV/0!,#DIV/0!,1.5,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,P,kg/ha,in residue,#DIV/0!,#DIV/0!,4.2,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,P,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,76.5,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,K loss,kg/ha,,#DIV/0!,#DIV/0!,9,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,K,kg/ha,in residue,#DIV/0!,#DIV/0!,5.7,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,K,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,53.4,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Ca loss,kg/ha,,#DIV/0!,#DIV/0!,12.9,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Ca,kg/ha,in residue,#DIV/0!,#DIV/0!,21.7,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Ca,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,289.5,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Mg loss,kg/ha,,#DIV/0!,#DIV/0!,1.8,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Mg,kg/ha,in residue,#DIV/0!,#DIV/0!,6.5,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Mg,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,70.3,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,S loss,kg/ha,,#DIV/0!,#DIV/0!,3.4,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,S,kg/ha,in residue,#DIV/0!,#DIV/0!,3.3,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,S,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,30.1,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Mn loss,kg/ha,,#DIV/0!,#DIV/0!,0.4,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Mn,kg/ha,in residue,#DIV/0!,#DIV/0!,0.7,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,Annual or biennial burn,14,1 to 2,,,biogeochemical,Soil,Mn,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,7.2,3,,0,,0,SE,Florida
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,understory and litter loss,kg/ha,,#DIV/0!,#DIV/0!,7397,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,N loss,kg/ha,,#DIV/0!,#DIV/0!,43,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,N,kg/ha,in residue,#DIV/0!,#DIV/0!,22,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,N,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,746,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,P loss,kg/ha,,#DIV/0!,#DIV/0!,2.85,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,P,kg/ha,in residue,#DIV/0!,#DIV/0!,2.8,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,P,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,51.4,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,K loss,kg/ha,,#DIV/0!,#DIV/0!,9,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,K,kg/ha,in residue,#DIV/0!,#DIV/0!,5.2,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,K,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,38.2,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Ca loss,kg/ha,,#DIV/0!,#DIV/0!,25.3,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Ca,kg/ha,in residue,#DIV/0!,#DIV/0!,15.1,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Ca,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,140.5,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Mg loss,kg/ha,,#DIV/0!,#DIV/0!,4.6,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Mg,kg/ha,in residue,#DIV/0!,#DIV/0!,3.4,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Mg,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,41.2,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,S loss,kg/ha,,#DIV/0!,#DIV/0!,3.8,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,S,kg/ha,in residue,#DIV/0!,#DIV/0!,2.2,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,S,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,15.3,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Mn loss,kg/ha,,#DIV/0!,#DIV/0!,0.7,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Mn,kg/ha,in residue,#DIV/0!,#DIV/0!,0.5,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,2 burns through life of stand,2 burns through life of stand,1,,,biogeochemical,Soil,Mn,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,6.8,2,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,understory and litter loss,kg/ha,,#DIV/0!,#DIV/0!,18691,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,N loss,kg/ha,,#DIV/0!,#DIV/0!,112,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,N,kg/ha,in residue,#DIV/0!,#DIV/0!,161,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,N,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,732,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,P loss,kg/ha,,#DIV/0!,#DIV/0!,4.6,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,P,kg/ha,in residue,#DIV/0!,#DIV/0!,14.7,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,P,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,41,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,K loss,kg/ha,,#DIV/0!,#DIV/0!,10.6,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,K,kg/ha,in residue,#DIV/0!,#DIV/0!,34.9,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,K,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,33.1,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Ca loss,kg/ha,,#DIV/0!,#DIV/0!,23,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Ca,kg/ha,in residue,#DIV/0!,#DIV/0!,70,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Ca,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,85,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Mg loss,kg/ha,,#DIV/0!,#DIV/0!,7.7,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Mg,kg/ha,in residue,#DIV/0!,#DIV/0!,16.5,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Mg,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,32.8,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,S loss,kg/ha,,#DIV/0!,#DIV/0!,10.8,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,S,kg/ha,in residue,#DIV/0!,#DIV/0!,15,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,S,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,20.5,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Mn loss,kg/ha,,#DIV/0!,#DIV/0!,0.6,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Mn,kg/ha,in residue,#DIV/0!,#DIV/0!,2.1,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,5,,,biogeochemical,Soil,Mn,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,6.8,4,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,understory and litter loss,kg/ha,,#DIV/0!,#DIV/0!,25380,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,N loss,kg/ha,,#DIV/0!,#DIV/0!,194,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,N,kg/ha,in residue,#DIV/0!,#DIV/0!,109,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,N,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,P loss,kg/ha,,#DIV/0!,#DIV/0!,8.4,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,P,kg/ha,in residue,#DIV/0!,#DIV/0!,10.6,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,P,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,K loss,kg/ha,,#DIV/0!,#DIV/0!,24.5,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,K,kg/ha,in residue,#DIV/0!,#DIV/0!,23.9,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,K,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Ca loss,kg/ha,,#DIV/0!,#DIV/0!,49.5,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Ca,kg/ha,in residue,#DIV/0!,#DIV/0!,57.7,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Ca,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Mg loss,kg/ha,,#DIV/0!,#DIV/0!,12.4,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Mg,kg/ha,in residue,#DIV/0!,#DIV/0!,14.2,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Mg,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,S loss,kg/ha,,#DIV/0!,#DIV/0!,17.4,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,S,kg/ha,in residue,#DIV/0!,#DIV/0!,10.8,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,S,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Mn loss,kg/ha,,#DIV/0!,#DIV/0!,1.3,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Mn,kg/ha,in residue,#DIV/0!,#DIV/0!,1.8,1,,0,,0,SE,Georgia
Hough 1981,Forest,Prescribed Burn,3 burns through life of stand,3 burns through life of stand,8,,,biogeochemical,Soil,Mn,kg/ha,0 cm - 10 cm,#DIV/0!,#DIV/0!,,1,,0,,0,SE,Georgia
Hunt et al 1988,Forest,Carbon Addition,,,1,N,0.05,community composition,Plant,radial growth,mm,,9.53%,Increase,1,,,0.913,,,MW,Wyoming
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,C,mg/g,0 cm - 15 cm,-8.80%,Decrease,19.7,4,1.2,21.6,2,3.3,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,C,mg/g,15 cm - 30 cm,-16.81%,Decrease,9.4,4,0.6,11.3,2,2.9,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,C,mg/g,30 cm - 45 cm,53.85%,Increase,6,4,0.5,3.9,2,0.9,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,C:N,,0 cm - 15 cm,17.65%,Increase,22,4,1.4,18.7,2,0.7,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,C:N,,15 cm - 30 cm,14.75%,Increase,21,4,1.3,18.3,2,0.9,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,C:N,,30 cm - 45 cm,-1.60%,Decrease,18.4,4,0.7,18.7,2,1.1,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,K,cmol/kg,0 cm - 15 cm,-28.57%,Decrease,0.15,4,0.01,0.21,2,0.02,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,K,cmol/kg,15 cm - 30 cm,0.00%,Decrease,0.11,4,0.01,0.11,2,0.01,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,K,cmol/kg,30 cm - 45 cm,33.33%,Increase,0.12,4,0.02,0.09,2,0.01,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,Y,0.05,biogeochemical,Soil,Mg,cmol/kg,0 cm - 15 cm,-61.54%,Decrease,0.15,4,0.02,0.39,2,0.07,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.05,biogeochemical,Soil,Mg,cmol/kg,15 cm - 30 cm,-46.67%,Decrease,0.08,4,0.01,0.15,2,0.02,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,Mg,cmol/kg,30 cm - 45 cm,0.00%,Decrease,0.14,4,0.05,0.14,2,0.03,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,N,mg/g,0 cm - 15 cm,-20.00%,Decrease,0.92,4,0.07,1.15,2,0.17,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,N,mg/g,15 cm - 30 cm,-21.05%,Decrease,0.45,4,0.03,0.57,2,0.2,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,N,mg/g,30 cm - 45 cm,190.91%,Increase,0.32,4,0.02,0.11,2,0.07,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,Y,0.01,biogeochemical,Soil,P,mg/kg,0 cm - 15 cm,-41.79%,Decrease,10.1,4,0.94,17.35,2,1.93,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,P,mg/kg,15 cm - 30 cm,-3.60%,Decrease,5.09,4,0.49,5.28,2,0.57,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,P,mg/kg,30 cm - 45 cm,29.61%,Increase,2.67,4,0.52,2.06,2,0.21,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,Y,0.01,biogeochemical,Soil,Ca,cmol/kg,0 cm - 15 cm,-79.17%,Decrease,0.35,4,0.09,1.68,2,0.3,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,Y,0.05,biogeochemical,Soil,Ca,cmol/kg,15 cm - 30 cm,-75.81%,Decrease,0.15,4,0.02,0.62,2,0.2,SE,Tennesee
Johnson et al 2016,Forest,Thinning,Whole tree harvest,1,33,N,0.1,biogeochemical,Soil,Ca,cmol/kg,30 cm - 45 cm,-51.28%,Decrease,0.19,4,0.05,0.39,2,0.14,SE,Tennesee
